,Fullname,IsCenter,ID
545,上海中建水泥制品有限公司,False,545
546,常山南方水泥有限公司,False,546
547,北京中联新航建材有限公司,False,547
548,天津水泥工业设计研究院有限公司,False,548
549,湖州南方水泥销售有限公司,False,549
550,中建材物资有限公司,False,550
551,重庆綦江西南水泥有限公司,False,551
552,长兴南方水泥有限公司,False,552
553,安徽广德洪山南方水泥有限公司,False,553
554,安徽郎溪南方水泥有限公司,False,554
555,安县中联水泥有限公司,False,555
556,安阳中联水泥有限公司,False,556
557,巴彦淖尔中联水泥有限公司,False,557
558,白城北方水泥有限公司,False,558
559,蚌埠中联水泥有限公司,False,559
560,安徽广德南方水泥有限公司,False,560
561,杭州山亚南方水泥有限公司,False,561
562,韶关市粤北工业开发区建成混凝土有限公司,False,562
563,四川峨眉山西南水泥有限公司,False,563
564,中国国检测试控股集团山东有限公司,False,564
565,中建材信云智联科技有限公司,False,565
566,北新弹性地板有限公司,False,566
567,武汉理工光科股份有限公司,False,567
568,中国国检测试控股集团浙江有限公司,False,568
569,赛马物联科技(宁夏)有限公司,False,569
570,盘锦山水水泥有限公司,False,570
571,中国中材进出口有限公司,False,571
572,中材集团科技开发中心有限公司,False,572
573,合肥中亚环保科技有限公司,False,573
574,国检测试控股集团(安徽)拓维检测服务有限公司,False,574
575,苏州非金属矿工业设计研究院有限公司,False,575
576,北新建材集团有限公司,False,576
577,浙江中研机电技术有限公司,False,577
578,河南中材环保有限公司,False,578
579,苏州国建慧投矿物新材料有限公司,False,579
580,安徽省建筑材料科学技术研究所有限公司,False,580
581,贵州福泉西南水泥有限公司,False,581
582,中联装备集团北新机械有限公司,False,582
583,中国国检测试控股集团海南有限公司,False,583
584,邢台中联水泥有限公司,False,584
585,邢台中联混凝土有限公司,False,585
586,新乡平原同力水泥有限责任公司,False,586
587,响水中联水泥有限公司,False,587
588,夏河祁连山安多水泥有限公司,False,588
589,翁源县中源发展有限公司,False,589
590,宣城南方水泥有限公司,False,590
591,通辽中联水泥有限公司,False,591
592,泰安中联混凝土有限公司,False,592
593,睢宁铸本混凝土工程有限公司,False,593
594,宿州中联水泥有限公司,False,594
595,苏州相城南方混凝土有限公司,False,595
596,松原北方水泥有限公司,False,596
597,四平北方水泥有限公司,False,597
598,泰安中联水泥有限公司,False,598
599,四川成实天鹰水泥有限公司,False,599
600,宜兴天山水泥有限责任公司,False,600
601,云南远东水泥有限责任公司,False,601
602,泰山玻璃纤维有限公司,False,602
603,宁国市开源电力耐磨材料有限公司,False,603
604,南京玻璃纤维研究设计院有限公司,False,604
605,中国巨石股份有限公司,False,605
606,华坪县定华能源建材有限责任公司,False,606
607,云南澄江华荣水泥有限责任公司,False,607
608,云南宜良西南水泥有限公司,False,608
609,重庆铜梁西南水泥有限公司,False,609
610,中建材新材料有限公司,False,610
611,中材湘潭水泥有限责任公司,False,611
612,中材常德水泥有限责任公司,False,612
613,浙江钱塘港口物流有限公司,False,613
614,漳县祁连山水泥有限公司,False,614
615,重庆万州西南水泥有限公司,False,615
616,黑龙江省宾州水泥有限公司,False,616
617,杭州新桐建材有限公司,False,617
618,湖南宁乡南方水泥有限公司,False,618
619,枣庄中联混凝土有限公司,False,619
620,云南永保特种水泥有限责任公司,False,620
621,云南兴建水泥有限公司,False,621
622,云南师宗西南水泥有限公司,False,622
623,云南普洱西南水泥有限公司,False,623
624,云南普洱天恒水泥有限责任公司,False,624
625,云南芒市西南水泥有限公司,False,625
626,云南富源西南水泥有限公司,False,626
627,榆树北方水泥有限公司,False,627
628,永登祁连山水泥有限公司,False,628
629,沂南中联水泥有限公司,False,629
630,徐州中联水泥有限公司,False,630
631,新泰中联泰丰水泥有限公司,False,631
632,新疆米东天山水泥有限责任公司,False,632
633,新疆和静天山水泥有限责任公司,False,633
634,无锡天山水泥有限公司,False,634
635,四川泰昌建材集团有限公司,False,635
636,四川雅安西南水泥有限公司,False,636
637,泗县中联水泥有限公司,False,637
638,苏州中材建设有限公司,False,638
639,绥化北方水泥有限公司,False,639
640,枣庄中联水泥有限公司,False,640
641,泰山中联水泥有限公司,False,641
642,桐庐南方水泥有限公司,False,642
643,吐鲁番天山水泥有限责任公司,False,643
644,汪清北方水泥有限公司,False,644
645,旺苍川煤水泥有限责任公司,False,645
646,乌海市西水水泥有限责任公司,False,646
647,乌兰察布中联水泥有限公司,False,647
648,滕州中联水泥有限公司,False,648
